[2023-04-26T16:50:23.315Z] [SEALIGHTS] 2023-04-26 16:50:23,170 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AuditModel' was instrumented for code coverage (methods: total=23, instrumented=22), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:08.830Z] [SEALIGHTS] 2023-04-26 16:51:08,657 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mapper/dpi/IInstrumentMeasureDataMapper' methods weren't instrumented for code coverage (total methods:3)
[2023-04-26T16:51:09.096Z] [SEALIGHTS] 2023-04-26 16:51:08,854 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mapper/dpi/IHypoVehicleMapper' methods weren't instrumented for code coverage (total methods:1)
[2023-04-26T16:51:11.092Z] [SEALIGHTS] 2023-04-26 16:51:10,760 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/common/CustomGraphqlError' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.092Z] [SEALIGHTS] 2023-04-26 16:51:10,762 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/common/CustomError' was instrumented for code coverage (methods: total=11, instrumented=11), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.360Z] [SEALIGHTS] 2023-04-26 16:51:11,130 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/graphql/scalar/GraphQLLocalDate$1' was instrumented for code coverage (methods: total=7, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.360Z] [SEALIGHTS] 2023-04-26 16:51:11,159 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/BenchmarkType' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.360Z] [SEALIGHTS] 2023-04-26 16:51:11,213 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/User' was instrumented for code coverage (methods: total=20, instrumented=20), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.636Z] [SEALIGHTS] 2023-04-26 16:51:11,484 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mybatis/LobEnumHandler' was instrumented for code coverage (methods: total=14, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.636Z] [SEALIGHTS] 2023-04-26 16:51:11,486 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Lob' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.636Z] [SEALIGHTS] 2023-04-26 16:51:11,487 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mybatis/MeasureDataTypeHandler' was instrumented for code coverage (methods: total=13, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.636Z] [SEALIGHTS] 2023-04-26 16:51:11,488 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/MeasureDataType' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.636Z] [SEALIGHTS] 2023-04-26 16:51:11,489 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mybatis/MyBatisInterceptor$1' was instrumented for code coverage (methods: total=1, instrumented=1), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.636Z] [SEALIGHTS] 2023-04-26 16:51:11,491 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mybatis/SchemaTypeHandler' was instrumented for code coverage (methods: total=13, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.636Z] [SEALIGHTS] 2023-04-26 16:51:11,492 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/InstrumentClassificationCriteria$SchemaType' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,495 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AssetClass' was instrumented for code coverage (methods: total=15, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,575 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AModel$AModelBuilder' was instrumented for code coverage (methods: total=7, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,576 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AModel$AModelBuilderImpl' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,577 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AuditModel$AuditModelBuilder' was instrumented for code coverage (methods: total=14, instrumented=10), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,578 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AVehicle$AVehicleBuilder' was instrumented for code coverage (methods: total=24, instrumented=18), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,580 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Benchmark$BenchmarkBuilder' was instrumented for code coverage (methods: total=18, instrumented=10), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,581 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Benchmark$BenchmarkBuilderImpl' was instrumented for code coverage (methods: total=10, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,587 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AllocationType' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,588 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Money' was instrumented for code coverage (methods: total=15, instrumented=15), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,592 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/SourceSystemMap' was instrumented for code coverage (methods: total=24, instrumented=23), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,598 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmark$CustomBenchmarkBuilder' was instrumented for code coverage (methods: total=11, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,599 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmark$CustomBenchmarkBuilderImpl' was instrumented for code coverage (methods: total=8, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,601 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmarkData' was instrumented for code coverage (methods: total=16, instrumented=15), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,605 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmarkData$CustomBenchmarkDataBuilder' was instrumented for code coverage (methods: total=11, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.637Z] [SEALIGHTS] 2023-04-26 16:51:11,606 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmarkData$CustomBenchmarkDataBuilderImpl' was instrumented for code coverage (methods: total=8, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.906Z] [SEALIGHTS] 2023-04-26 16:51:11,679 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Vehicle' was instrumented for code coverage (methods: total=17, instrumented=16), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.906Z] [SEALIGHTS] 2023-04-26 16:51:11,680 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Vehicle$VehicleBuilder' was instrumented for code coverage (methods: total=14, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.906Z] [SEALIGHTS] 2023-04-26 16:51:11,681 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Vehicle$VehicleBuilderImpl' was instrumented for code coverage (methods: total=10, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,695 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Instrument' was instrumented for code coverage (methods: total=66, instrumented=65), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,697 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/InstrumentSourceType' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,699 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Instrument$InstrumentBuilder' was instrumented for code coverage (methods: total=32, instrumented=32), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,714 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/InstrumentMeasureData' was instrumented for code coverage (methods: total=18, instrumented=17), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,720 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/InstrumentMeasureDataCriteria' was instrumented for code coverage (methods: total=15, instrumented=15), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,721 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/Criteria' was instrumented for code coverage (methods: total=9, instrumented=9), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,722 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/Criteria$CriteriaBuilder' was instrumented for code coverage (methods: total=5, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,723 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/Criteria$CriteriaBuilderImpl' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,724 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/InstrumentMeasureDataCriteria$InstrumentMeasureDataCriteriaBuilder' was instrumented for code coverage (methods: total=10, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:11.907Z] [SEALIGHTS] 2023-04-26 16:51:11,725 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/InstrumentMeasureDataCriteria$InstrumentMeasureDataCriteriaBuilderImpl' was instrumented for code coverage (methods: total=6, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.179Z] [SEALIGHTS] 2023-04-26 16:51:11,893 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/common/AbstractRestTemplateConfiguration$Type' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.179Z] [SEALIGHTS] 2023-04-26 16:51:11,895 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/common/AbstractRestTemplateConfiguration$1' was instrumented for code coverage (methods: total=1, instrumented=1), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.179Z] [SEALIGHTS] 2023-04-26 16:51:11,899 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/common/LoggingRequestInterceptor' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.447Z] [SEALIGHTS] 2023-04-26 16:51:12,155 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/assetclass/ResolvedAssetClass' was instrumented for code coverage (methods: total=14, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.447Z] [SEALIGHTS] 2023-04-26 16:51:12,157 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/assetclass/ResolvableAssetClass' was instrumented for code coverage (methods: total=15, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.447Z] [SEALIGHTS] 2023-04-26 16:51:12,159 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AssetClassMap' was instrumented for code coverage (methods: total=23, instrumented=23), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.447Z] [SEALIGHTS] 2023-04-26 16:51:12,161 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/vehicle/ResolvedVehicle' was instrumented for code coverage (methods: total=14, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.447Z] [SEALIGHTS] 2023-04-26 16:51:12,162 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/criteria/BenchmarkCriteria' was instrumented for code coverage (methods: total=18, instrumented=18), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.447Z] [SEALIGHTS] 2023-04-26 16:51:12,208 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/data/Portfolio' was instrumented for code coverage (methods: total=15, instrumented=15), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.447Z] [SEALIGHTS] 2023-04-26 16:51:12,210 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/model/data/CoreModel' was instrumented for code coverage (methods: total=29, instrumented=29), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.447Z] [SEALIGHTS] 2023-04-26 16:51:12,232 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/vehicle/ResolvableVehicle' was instrumented for code coverage (methods: total=29, instrumented=29), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:12.447Z] [SEALIGHTS] 2023-04-26 16:51:12,234 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/key/SourceSystemMapKey' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.264Z] [SEALIGHTS] 2023-04-26 16:51:15,137 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/ignite/JcacheCachePerformanceLoggingWrapper' was instrumented for code coverage (methods: total=32, instrumented=32), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.265Z] [SEALIGHTS] 2023-04-26 16:51:15,147 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/betamodel/service/model/ClassInfoToIndex' was instrumented for code coverage (methods: total=35, instrumented=35), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.847Z] [SEALIGHTS] 2023-04-26 16:51:15,753 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/User$UserBuilder' was instrumented for code coverage (methods: total=14, instrumented=8), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.847Z] [SEALIGHTS] 2023-04-26 16:51:15,755 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/User$UserBuilderImpl' was instrumented for code coverage (methods: total=8, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.847Z] [SEALIGHTS] 2023-04-26 16:51:15,761 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AssetClass$AssetClassBuilder' was instrumented for code coverage (methods: total=9, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.847Z] [SEALIGHTS] 2023-04-26 16:51:15,762 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AssetClass$AssetClassBuilderImpl' was instrumented for code coverage (methods: total=6, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.847Z] [SEALIGHTS] 2023-04-26 16:51:15,764 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/MeasureData$MeasureDataBuilder' was instrumented for code coverage (methods: total=12, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,765 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/MeasureData$MeasureDataBuilderImpl' was instrumented for code coverage (methods: total=8, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,767 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/VehicleHolding$VehicleHoldingBuilder' was instrumented for code coverage (methods: total=23, instrumented=17), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,769 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/VehicleHolding$VehicleHoldingBuilderImpl' was instrumented for code coverage (methods: total=8, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,772 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AssetClassAllocation$AssetClassAllocationBuilder' was instrumented for code coverage (methods: total=13, instrumented=7), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,773 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AssetClassAllocation$AssetClassAllocationBuilderImpl' was instrumented for code coverage (methods: total=8, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,775 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/SourceSystemMap$SourceSystemMapBuilder' was instrumented for code coverage (methods: total=15, instrumented=9), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,776 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/SourceSystemMap$SourceSystemMapBuilderImpl' was instrumented for code coverage (methods: total=8, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,777 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/SourceSystemMap$MappedSourceType' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,778 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/SourceSystem' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,784 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Money$MoneyBuilder' was instrumented for code coverage (methods: total=6, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:15.848Z] [SEALIGHTS] 2023-04-26 16:51:15,785 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Money$MoneyBuilderImpl' was instrumented for code coverage (methods: total=4, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:16.134Z] [SEALIGHTS] 2023-04-26 16:51:15,937 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/UserMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
[2023-04-26T16:51:16.135Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.applyCodeCoverage(CustomerClassTransformer.java:181)
[2023-04-26T16:51:16.135Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transformImplClass(CustomerClassTransformer.java:158)
[2023-04-26T16:51:16.135Z] 	at io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer.transform(CustomerClassTransformer.java:115)
[2023-04-26T16:51:16.137Z] [SEALIGHTS] 2023-04-26 16:51:15,954 INFO  [2049|main        |001] i.s.o.a.e.AgentEventsController : Failed instrument for code coverage class 'com/jpmorgan/awm/dpi/model/data/BenchmarkMethodAccess', exception at class io.sealights.onpremise.agents.testlistener.codecoverage.CustomerClassTransformer : java.lang.IllegalArgumentException
